wind_code,20140130,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170126,20170228,20170331,20170428,20170531,20170630,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180330,20180427,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181228,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200123,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220128,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731
000024.SZ,11.44,11.44,12.26,12.42,,19.88,19.88,23.98,23.98,29.05,29.05,29.05,29.05,29.05,19.33,19.81,39.62,19.81,19.81,17.83,17.83,19.43,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,8.75,8.75,9.03,9.03,9.27,9.27,9.27,9.27,9.27,9.27,24.42,,11.63,11.63,11.25,11.26,9.79,9.79,9.8,9.8,9.8,9.8,6.02,6.02,7.53,7.53,8.29,8.29,8.75,8.75,8.75,8.75,8.75,8.75,14.38,14.38,,16.1
000026.SZ,31.15,31.15,30.18,28.14,28.14,28.14,56.28,26.3,26.31,25.77,25.77,25.77,25.78,25.77,26.98,26.84,26.84,26.84,,30.12,30.12,31.38,31.38,31.38,30.54,30.54,31.41,36.76,36.76,78.95,78.95,40.21,40.21,35.55,35.55,35.55,35.55,35.55,39.65,34.08,34.08,34.08,34.08,32.06,32.06,31.59,31.59,31.59,31.59,31.59,31.29,28.41,28.41,,56.83,52.9,52.9,52.76,52.76,52.76,52.64,52.64,47.63,46.41,46.41,46.41,,45.63,45.63,44.5,44.5,44.5,44.5,44.5,41.2,62.06,62.06,62.06,100.87,50.33,50.33,33.99,33.99,33.99,33.88,29.02,29.02,20.07,20.07,61.9,41.83,38.73,38.73,41.3,41.3,41.3,41.3,41.3,44.93,48.95,48.95,35.91,35.91,43.34,43.34,46.48,46.48,45.6,45.6,45.6,47.04,44.24,44.24,36.83,36.85
000027.SZ,20.45,20.45,18.19,16.19,56.68,40.49,40.49,35.72,35.72,34.64,34.64,34.64,35.72,35.72,32.48,33.24,,26.59,26.59,26.08,26.08,25.39,25.39,25.39,29.68,29.68,29.68,29.52,32.42,48.63,48.23,49.06,49.06,51.5,51.5,51.5,56.34,56.34,56.34,63.17,63.17,47.38,47.38,66.21,66.21,73.16,73.16,73.16,73.16,76.21,76.21,79.36,85.22,45.45,35.75,35.92,35.92,57.72,57.72,57.72,43.41,43.41,43.41,31.78,31.78,19.87,19.86,16.72,16.72,11.01,11.02,11.02,11.01,11.01,11.02,12.85,12.85,12.85,12.85,5.65,5.65,5.1,5.1,5.1,5.1,5.1,5.1,4.67,4.67,29.14,46.07,44.08,44.08,47.19,47.19,47.19,54.21,54.21,54.21,56.86,56.86,38.27,52.88,54.08,54.08,60.69,60.69,60.69,38.21,38.22,38.22,35.97,35.97,28.77,28.77
000028.SZ,10.06,10.06,9.51,9.08,18.17,9.08,9.09,8.13,8.13,7.86,7.86,7.86,7.86,7.86,7.58,7.26,10.64,10.64,10.64,10.5,10.5,10.06,10.06,10.06,10.06,10.06,9.53,9.5,14.25,14.25,14.25,11.88,11.87,11.95,11.96,11.95,11.64,11.64,8.93,8.92,,11.21,11.21,11.77,11.77,11.15,11.15,11.15,11.15,11.15,13.36,13.11,13.11,11.91,11.91,11.23,11.23,10.87,10.87,10.87,10.87,10.87,10.65,10.54,10.54,14.06,14.06,14.04,14.04,13.74,13.74,13.74,13.74,13.74,13.47,14.04,14.04,21.06,21.06,20.32,20.32,19.66,19.66,19.66,19.66,19.66,18.32,17.33,17.33,23.11,23.11,22.84,22.84,23.17,23.17,23.17,23.17,23.17,25.63,27.18,27.18,20.39,20.39,20.24,20.24,19.61,19.61,19.61,19.61,19.61,17.28,16.09,16.09,21.45,21.45
000029.SZ,,,,,,,,,,,,,,,,,,,,,,,27.69,27.69,27.69,27.69,43.68,42.79,42.79,42.79,42.79,52.72,52.71,43.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.09,34.09,34.09,39.86,39.86,35.56,35.56,35.56,35.56,35.56,36.63,40.75,33.62,33.62,33.62,52.73,52.73,53.54,53.54,53.54,53.54,53.54,57.52,47.67,25.14,25.14,25.14,27.05,27.05,34.52,34.53,34.52,34.52,34.53,39.85,39.85,,,30.17,38.13,38.12,48.8,48.81,48.8,48.81,48.8,57.91,57.92,-201.37,-340.95,-139.59
000030.SZ,,,,,,23.26,23.26,22.11,22.11,21.2,21.2,21.2,21.2,21.2,21.2,20.43,20.43,20.43,20.43,22.05,22.05,25.22,25.22,25.22,25.22,25.22,25.22,25.98,25.98,38.97,38.97,33.23,33.23,29.41,29.41,29.41,29.41,29.41,29.41,26.18,26.18,34.9,34.9,33.99,33.99,32.24,32.25,32.24,32.25,32.25,32.24,30.8,30.8,,30.8,30.09,30.09,30.5,30.5,30.5,30.5,30.5,30.5,30.22,30.21,61.38,31.17,32.38,32.38,31.85,31.85,31.85,31.85,31.85,31.85,33.09,33.09,36.68,36.68,32.75,32.75,30.55,30.55,30.55,30.55,30.55,30.55,29.53,29.53,52.11,52.11,54.22,54.22,61.3,61.3,61.3,61.3,61.3,61.3,62.03,80.78,79.74,79.74,112.76,112.75,105.48,105.48,105.48,105.48,105.59,105.59,92.27,92.27,77.89,77.89
000031.SZ,9.2,9.2,9.2,10.06,10.06,,10.06,9.66,9.66,9.41,9.41,9.41,9.4,9.41,9.41,9.02,9.02,19.54,10.52,9.65,9.65,6.49,6.49,6.49,6.49,6.49,8.79,8.8,7.55,,8.63,10.57,10.57,27.71,27.71,27.71,27.71,27.71,10.07,10.79,10.79,21.58,10.79,10.15,10.15,6.2,6.2,6.2,6.2,6.2,7.67,6.84,6.84,,9.41,7.05,7.05,7.51,7.51,7.51,7.51,7.51,7.51,4.28,22.83,22.83,18.55,16.02,16.02,14.81,14.81,14.81,14.81,14.81,18.16,31.5,,,53.15,71.97,71.97,103.59,103.59,103.59,103.59,103.59,-188.37,-237.15,-237.15,-237.15,,,,,,,,,,,,,,,,,,,,,,,,,
000032.SZ,19.88,19.88,19.88,-558.64,-558.64,-558.64,-651.75,-32.8,-32.8,-29.28,-29.28,-29.28,-29.28,-29.28,31.99,25.42,67.8,67.8,41.2,41.2,41.2,37.97,37.99,38.0,37.99,37.98,37.98,16.33,,9.87,9.87,7.3,7.3,6.13,6.12,6.13,6.12,6.13,11.59,13.11,28.83,15.73,15.73,17.69,17.68,17.35,17.36,17.36,17.36,17.36,17.36,20.26,,,20.26,13.74,13.75,13.02,13.02,13.02,13.02,13.02,13.02,7.75,7.75,38.08,30.33,33.44,33.44,29.79,29.79,29.8,29.8,29.8,29.79,26.57,26.57,26.57,26.57,27.9,27.9,26.14,26.14,26.14,26.13,26.14,26.13,21.9,21.9,,,,,,,,,,,,,53.2,53.19,-1907.22,-1907.34,-58.45,-58.44,-58.44,-58.44,-58.45,-58.45,-125.85,-125.85,-100.62,-100.59
000033.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000034.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.32,3.32,3.16,3.16,3.29,3.29,3.29,3.29,3.29,4.85,35.22,30.59,30.59,30.59,25.63,25.62,24.23,24.23,24.23,24.23,24.23,23.43,20.08,20.08,20.08,20.08,25.02,25.02,25.02,23.47,23.47,23.47,23.47,21.99,18.51,18.51,18.51,18.51,49.23,49.22,44.31,44.3,44.31,44.3,44.3,51.4,45.32,45.33,45.33,45.33,16.11,16.11,14.02,14.02,14.02,14.02,14.02,12.19,12.19,28.38,28.38,28.38
000035.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79,36.79,46.47,46.47,75.73,75.73,75.73,75.73,75.73,75.73,75.73,188.42,,
000036.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.4,17.4,17.53,17.53,17.53,17.53,17.53,17.53,25.5,49.63,132.34,82.71,84.97,84.97,57.05,57.05,57.05,57.05,57.05,57.06,50.27,50.27,110.6,60.33,64.99,65.4,81.64,81.64,81.64,81.64,81.64,81.64,79.99,79.99,,69.32,74.09,74.09,74.09,80.09,80.09,80.09,80.09,80.09,172.71,172.71,172.71,99.31,139.09,139.09,191.25,191.25,191.24,191.25,191.24,191.24,84.0,100.93,100.93,29.84,31.32,31.32,31.63,31.63,31.63,31.63,31.62,31.63,23.16,23.44,35.16,11.72
000037.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.71,30.72,30.7,11.79,11.79,8.34,8.34,8.34,8.34,8.34,18.83,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
000038.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,9.93,9.93,8.36,8.36,8.36,8.36,8.36,8.36,10.35,76.58,76.58,66.23,71.33,71.33,67.13,67.13,67.13,67.13,67.13,67.13,-8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000039.SZ,45.99,45.99,28.09,29.32,29.32,29.32,63.79,27.01,27.01,25.38,25.38,25.38,25.38,25.38,28.93,25.18,25.18,25.18,29.44,28.11,28.11,32.23,32.23,32.22,35.64,35.63,46.58,48.73,48.73,48.73,34.72,842.48,842.47,1096.16,1096.17,1096.08,1096.04,1096.03,121.37,102.52,102.51,102.51,27.99,10.43,10.43,8.77,8.77,8.76,8.76,8.75,7.11,7.11,7.3,7.3,32.95,30.1,30.1,22.92,22.92,22.92,22.92,22.92,23.84,24.13,24.13,73.29,49.16,53.05,53.05,96.58,96.58,96.57,96.57,96.48,106.33,331.21,331.21,86.92,86.92,63.31,63.31,26.75,26.75,26.75,26.75,26.75,8.02,5.72,5.72,,13.42,10.24,10.24,7.48,7.48,7.48,7.48,7.48,15.1,14.66,14.66,14.66,,50.56,50.56,252.16,252.16,252.16,252.16,252.16,77.05,148.26,148.26,148.26,148.26
000040.SZ,12.37,12.37,18.23,25.78,25.78,12.89,12.89,22.5,22.5,32.57,32.57,32.57,32.57,32.57,17.66,16.7,16.7,,,14.33,14.33,13.34,13.35,13.35,13.35,15.21,15.14,22.7,16.49,16.49,16.49,3.85,3.85,2.9,2.91,2.91,2.91,2.67,2.67,,10.31,10.32,10.31,7.6,7.6,5.09,5.09,5.09,5.09,5.09,5.09,1.18,3.44,3.44,3.44,3.21,3.21,3.37,3.37,3.37,3.37,3.37,3.37,105.23,,,214.06,214.06,-104.25,-52.31,-52.3,-52.31,-52.31,-52.31,-52.31,-10.84,-10.84,-10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000042.SZ,43.86,43.86,30.71,26.36,,15.21,15.21,15.07,15.07,15.31,15.31,15.32,15.31,15.31,23.51,13.38,26.75,13.38,13.38,16.2,16.2,17.37,17.37,17.37,17.37,17.37,17.91,-465.07,,-861.07,-861.1,1502.22,1502.25,190.3,190.3,190.3,190.3,190.3,190.3,190.3,55.05,22.01,22.01,13.8,13.8,12.57,12.57,12.57,12.57,12.57,12.57,6.22,6.21,15.54,15.54,11.25,11.25,11.78,11.78,11.78,11.78,11.78,11.78,32.25,32.25,16.12,16.12,-95.98,-95.98,10.81,10.81,10.81,10.81,10.81,10.81,13.84,13.84,,16.61,10.78,10.78,-195.31,-195.31,-195.31,-195.31,-195.31,-195.32,34.52,34.52,34.52,14.38,8.24,8.24,6.45,6.45,6.45,6.45,6.45,6.45,9.05,9.05,9.05,5.79,11.39,11.39,13.08,13.08,13.08,13.09,13.08,13.08,20.41,20.41,28.06,7.66
000045.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.69,17.69,17.69,13.43,13.43,13.43,16.28,16.28,16.28,16.28,24.84,42.2,,70.33,70.33,93.82,93.83,69.98,69.98,69.99,69.99,69.99,69.99,34.55,36.82,44.18,44.18
000046.SZ,49.23,49.24,38.58,38.76,38.76,96.9,58.14,59.56,59.56,58.93,58.93,58.93,58.93,58.93,58.93,39.25,39.25,39.26,39.25,33.33,33.33,33.33,28.7,28.7,28.7,28.7,33.84,35.14,35.14,40.06,40.06,34.34,34.34,29.09,29.09,29.09,29.09,29.09,29.09,25.07,23.19,,23.19,25.12,25.12,31.3,31.3,31.3,31.3,31.3,31.3,26.96,19.61,19.61,19.61,23.47,23.47,22.36,22.36,22.36,22.36,22.36,22.36,52.07,52.07,52.07,52.07,58.4,58.4,48.49,48.49,48.49,48.49,48.49,48.49,-70.2,-70.2,-70.2,-46.8,-49.45,-49.45,-49.45,-25.84,-25.84,-25.84,-25.84,-25.84,-11.17,-11.17,-11.17,,,,,,,,,,,,,,,,,,,,,,,,,
